ds,zone,trigger_type,disruption_occurred,disruption_hours,rain_mm
2024-08-15,Tambaram,bandh,0,0,0.0
2024-08-15,Tambaram,heatwave,0,0,0.0
2024-08-15,Anna Nagar,heavy_rain,0,0,0.0
2024-08-15,Anna Nagar,extreme_rain,0,0,0.0
2024-08-15,Anna Nagar,platform_outage,0,0,0.0
2024-08-15,Anna Nagar,bandh,0,0,0.0
2024-08-15,Anna Nagar,heatwave,0,0,0.0
2024-08-15,T Nagar,heavy_rain,0,0,0.0
2024-08-15,T Nagar,extreme_rain,0,0,0.0
2024-08-15,T Nagar,platform_outage,0,0,0.0
2024-08-15,T Nagar,bandh,0,0,0.0
2024-08-15,T Nagar,heatwave,0,0,0.0
2024-08-15,Perungudi,heavy_rain,0,0,0.0
2024-08-15,Perungudi,extreme_rain,0,0,0.0
2024-08-15,Perungudi,platform_outage,0,0,0.0
2024-08-15,Perungudi,bandh,0,0,0.0
2024-08-15,Perungudi,heatwave,0,0,0.0
2024-08-16,Adyar,heavy_rain,1,11,37.280422357214505
2024-08-16,Adyar,extreme_rain,0,0,0.0
2024-08-16,Adyar,platform_outage,0,0,0.0
2024-08-16,Adyar,bandh,0,0,0.0
2024-08-16,Adyar,heatwave,0,0,0.0
2024-08-16,Velachery,heavy_rain,0,0,0.0
2024-08-16,Velachery,extreme_rain,0,0,0.0
2024-08-16,Velachery,platform_outage,0,0,0.0
2024-08-16,Velachery,bandh,0,0,0.0
2024-08-16,Velachery,heatwave,0,0,0.0
2024-08-16,Tambaram,heavy_rain,1,7,43.401406748746474
2024-08-16,Tambaram,extreme_rain,0,0,0.0
2024-08-16,Tambaram,platform_outage,0,0,0.0
2024-08-16,Tambaram,bandh,0,0,0.0
2024-08-16,Tambaram,heatwave,0,0,0.0
2024-08-16,Anna Nagar,heavy_rain,1,3,41.12757047025425
2024-08-16,Anna Nagar,extreme_rain,0,0,0.0
2024-08-16,Anna Nagar,platform_outage,0,0,0.0
2024-08-16,Anna Nagar,bandh,0,0,0.0
2024-08-16,Anna Nagar,heatwave,0,0,0.0
2024-08-16,T Nagar,heavy_rain,1,12,56.42659981535554
2024-08-16,T Nagar,extreme_rain,0,0,0.0
2024-08-16,T Nagar,platform_outage,0,0,0.0
2024-08-16,T Nagar,bandh,0,0,0.0
2024-08-16,T Nagar,heatwave,0,0,0.0
2024-08-16,Perungudi,heavy_rain,1,8,53.127434772938116
2024-08-16,Perungudi,extreme_rain,0,0,0.0
2024-08-16,Perungudi,platform_outage,0,0,0.0
2024-08-16,Perungudi,bandh,0,0,0.0
2024-08-16,Perungudi,heatwave,0,0,0.0
2024-08-17,Adyar,heavy_rain,0,0,0.0
2024-08-17,Adyar,extreme_rain,0,0,0.0
2024-08-17,Adyar,platform_outage,0,0,0.0
2024-08-17,Adyar,bandh,0,0,0.0
2024-08-17,Adyar,heatwave,0,0,0.0
2024-08-17,Velachery,heavy_rain,0,0,0.0
2024-08-17,Velachery,extreme_rain,0,0,0.0
2024-08-17,Velachery,platform_outage,0,0,0.0
2024-08-17,Velachery,bandh,0,0,0.0
2024-08-17,Velachery,heatwave,0,0,0.0
2024-08-17,Tambaram,heavy_rain,0,0,0.0
2024-08-17,Tambaram,extreme_rain,0,0,0.0
2024-08-17,Tambaram,platform_outage,0,0,0.0
2024-08-17,Tambaram,bandh,0,0,0.0
2024-08-17,Tambaram,heatwave,0,0,0.0
2024-08-17,Anna Nagar,heavy_rain,0,0,0.0
2024-08-17,Anna Nagar,extreme_rain,0,0,0.0
2024-08-17,Anna Nagar,platform_outage,0,0,0.0
2024-08-17,Anna Nagar,bandh,0,0,0.0
2024-08-17,Anna Nagar,heatwave,0,0,0.0
2024-08-17,T Nagar,heavy_rain,0,0,0.0
2024-08-17,T Nagar,extreme_rain,0,0,0.0
2024-08-17,T Nagar,platform_outage,0,0,0.0
2024-08-17,T Nagar,bandh,0,0,0.0
2024-08-17,T Nagar,heatwave,0,0,0.0
2024-08-17,Perungudi,heavy_rain,0,0,0.0
2024-08-17,Perungudi,extreme_rain,0,0,0.0
2024-08-17,Perungudi,platform_outage,0,0,0.0
2024-08-17,Perungudi,bandh,0,0,0.0
2024-08-17,Perungudi,heatwave,0,0,0.0
2024-08-18,Adyar,heavy_rain,0,0,0.0
2024-08-18,Adyar,extreme_rain,0,0,0.0
2024-08-18,Adyar,platform_outage,0,0,0.0
2024-08-18,Adyar,bandh,0,0,0.0
2024-08-18,Adyar,heatwave,0,0,0.0
2024-08-18,Velachery,heavy_rain,0,0,0.0
2024-08-18,Velachery,extreme_rain,0,0,0.0
2024-08-18,Velachery,platform_outage,0,0,0.0
2024-08-18,Velachery,bandh,0,0,0.0
2024-08-18,Velachery,heatwave,0,0,0.0
2024-08-18,Tambaram,heavy_rain,0,0,0.0
2024-08-18,Tambaram,extreme_rain,0,0,0.0
2024-08-18,Tambaram,platform_outage,0,0,0.0
2024-08-18,Tambaram,bandh,0,0,0.0
2024-08-18,Tambaram,heatwave,0,0,0.0
2024-08-18,Anna Nagar,heavy_rain,0,0,0.0
2024-08-18,Anna Nagar,extreme_rain,0,0,0.0
2024-08-18,Anna Nagar,platform_outage,0,0,0.0
2024-08-18,Anna Nagar,bandh,0,0,0.0
2024-08-18,Anna Nagar,heatwave,0,0,0.0
2024-08-18,T Nagar,heavy_rain,0,0,0.0
2024-08-18,T Nagar,extreme_rain,0,0,0.0
2024-08-18,T Nagar,platform_outage,0,0,0.0
2024-08-18,T Nagar,bandh,0,0,0.0
2024-08-18,T Nagar,heatwave,0,0,0.0
2024-08-18,Perungudi,heavy_rain,0,0,0.0
2024-08-18,Perungudi,extreme_rain,0,0,0.0
2024-08-18,Perungudi,platform_outage,0,0,0.0
2024-08-18,Perungudi,bandh,0,0,0.0
2024-08-18,Perungudi,heatwave,0,0,0.0
2024-08-19,Adyar,heavy_rain,0,0,0.0
2024-08-19,Adyar,extreme_rain,0,0,0.0
2024-08-19,Adyar,platform_outage,0,0,0.0
2024-08-19,Adyar,bandh,0,0,0.0
2024-08-19,Adyar,heatwave,0,0,0.0
2024-08-19,Velachery,heavy_rain,0,0,0.0
2024-08-19,Velachery,extreme_rain,0,0,0.0
2024-08-19,Velachery,platform_outage,0,0,0.0
2024-08-19,Velachery,bandh,0,0,0.0
2024-08-19,Velachery,heatwave,0,0,0.0
2024-08-19,Tambaram,heavy_rain,0,0,0.0
2024-08-19,Tambaram,extreme_rain,0,0,0.0
2024-08-19,Tambaram,platform_outage,0,0,0.0
2024-08-19,Tambaram,bandh,0,0,0.0
2024-08-19,Tambaram,heatwave,0,0,0.0
2024-08-19,Anna Nagar,heavy_rain,0,0,0.0
2024-08-19,Anna Nagar,extreme_rain,0,0,0.0
2024-08-19,Anna Nagar,platform_outage,0,0,0.0
2024-08-19,Anna Nagar,bandh,0,0,0.0
2024-08-19,Anna Nagar,heatwave,0,0,0.0
2024-08-19,T Nagar,heavy_rain,0,0,0.0
2024-08-19,T Nagar,extreme_rain,0,0,0.0
2024-08-19,T Nagar,platform_outage,0,0,0.0
2024-08-19,T Nagar,bandh,0,0,0.0
2024-08-19,T Nagar,heatwave,0,0,0.0
2024-08-19,Perungudi,heavy_rain,0,0,0.0
2024-08-19,Perungudi,extreme_rain,0,0,0.0
2024-08-19,Perungudi,platform_outage,0,0,0.0
2024-08-19,Perungudi,bandh,0,0,0.0
2024-08-19,Perungudi,heatwave,0,0,0.0
2024-08-20,Adyar,heavy_rain,0,0,0.0
2024-08-20,Adyar,extreme_rain,0,0,0.0
2024-08-20,Adyar,platform_outage,0,0,0.0
2024-08-20,Adyar,bandh,0,0,0.0
2024-08-20,Adyar,heatwave,0,0,0.0
2024-08-20,Velachery,heavy_rain,0,0,0.0
2024-08-20,Velachery,extreme_rain,0,0,0.0
2024-08-20,Velachery,platform_outage,0,0,0.0
2024-08-20,Velachery,bandh,0,0,0.0
2024-08-20,Velachery,heatwave,0,0,0.0
2024-08-20,Tambaram,heavy_rain,0,0,0.0
2024-08-20,Tambaram,extreme_rain,0,0,0.0
2024-08-20,Tambaram,platform_outage,0,0,0.0
2024-08-20,Tambaram,bandh,0,0,0.0
2024-08-20,Tambaram,heatwave,0,0,0.0
2024-08-20,Anna Nagar,heavy_rain,0,0,0.0
2024-08-20,Anna Nagar,extreme_rain,0,0,0.0
2024-08-20,Anna Nagar,platform_outage,0,0,0.0
2024-08-20,Anna Nagar,bandh,0,0,0.0
2024-08-20,Anna Nagar,heatwave,0,0,0.0
2024-08-20,T Nagar,heavy_rain,0,0,0.0
2024-08-20,T Nagar,extreme_rain,0,0,0.0
2024-08-20,T Nagar,platform_outage,0,0,0.0
2024-08-20,T Nagar,bandh,0,0,0.0
2024-08-20,T Nagar,heatwave,0,0,0.0
2024-08-20,Perungudi,heavy_rain,0,0,0.0
2024-08-20,Perungudi,extreme_rain,0,0,0.0
2024-08-20,Perungudi,platform_outage,0,0,0.0
2024-08-20,Perungudi,bandh,0,0,0.0
2024-08-20,Perungudi,heatwave,0,0,0.0
2024-08-21,Adyar,heavy_rain,0,0,0.0
2024-08-21,Adyar,extreme_rain,0,0,0.0
2024-08-21,Adyar,platform_outage,0,0,0.0
2024-08-21,Adyar,bandh,0,0,0.0
2024-08-21,Adyar,heatwave,0,0,0.0
2024-08-21,Velachery,heavy_rain,0,0,0.0
2024-08-21,Velachery,extreme_rain,0,0,0.0
2024-08-21,Velachery,platform_outage,0,0,0.0
2024-08-21,Velachery,bandh,0,0,0.0
2024-08-21,Velachery,heatwave,0,0,0.0
2024-08-21,Tambaram,heavy_rain,0,0,0.0
2024-08-21,Tambaram,extreme_rain,0,0,0.0
2024-08-21,Tambaram,platform_outage,0,0,0.0
2024-08-21,Tambaram,bandh,0,0,0.0
2024-08-21,Tambaram,heatwave,0,0,0.0
2024-08-21,Anna Nagar,heavy_rain,0,0,0.0
2024-08-21,Anna Nagar,extreme_rain,0,0,0.0
2024-08-21,Anna Nagar,platform_outage,0,0,0.0
2024-08-21,Anna Nagar,bandh,0,0,0.0
2024-08-21,Anna Nagar,heatwave,0,0,0.0
2024-08-21,T Nagar,heavy_rain,0,0,0.0
2024-08-21,T Nagar,extreme_rain,0,0,0.0
2024-08-21,T Nagar,platform_outage,0,0,0.0
2024-08-21,T Nagar,bandh,0,0,0.0
2024-08-21,T Nagar,heatwave,0,0,0.0
2024-08-21,Perungudi,heavy_rain,0,0,0.0
2024-08-21,Perungudi,extreme_rain,0,0,0.0
2024-08-21,Perungudi,platform_outage,0,0,0.0
2024-08-21,Perungudi,bandh,0,0,0.0
2024-08-21,Perungudi,heatwave,0,0,0.0
2024-08-22,Adyar,heavy_rain,0,0,0.0
2024-08-22,Adyar,extreme_rain,0,0,0.0
2024-08-22,Adyar,platform_outage,0,0,0.0
2024-08-22,Adyar,bandh,0,0,0.0
2024-08-22,Adyar,heatwave,0,0,0.0
2024-08-22,Velachery,heavy_rain,0,0,0.0
2024-08-22,Velachery,extreme_rain,0,0,0.0
2024-08-22,Velachery,platform_outage,0,0,0.0
2024-08-22,Velachery,bandh,0,0,0.0
2024-08-22,Velachery,heatwave,0,0,0.0
2024-08-22,Tambaram,heavy_rain,0,0,0.0
2024-08-22,Tambaram,extreme_rain,0,0,0.0
2024-08-22,Tambaram,platform_outage,0,0,0.0
2024-08-22,Tambaram,bandh,0,0,0.0
2024-08-22,Tambaram,heatwave,0,0,0.0
2024-08-22,Anna Nagar,heavy_rain,0,0,0.0
2024-08-22,Anna Nagar,extreme_rain,0,0,0.0
2024-08-22,Anna Nagar,platform_outage,0,0,0.0
2024-08-22,Anna Nagar,bandh,0,0,0.0
2024-08-22,Anna Nagar,heatwave,0,0,0.0
2024-08-22,T Nagar,heavy_rain,0,0,0.0
2024-08-22,T Nagar,extreme_rain,0,0,0.0
2024-08-22,T Nagar,platform_outage,0,0,0.0
2024-08-22,T Nagar,bandh,0,0,0.0
2024-08-22,T Nagar,heatwave,0,0,0.0
2024-08-22,Perungudi,heavy_rain,0,0,0.0
2024-08-22,Perungudi,extreme_rain,0,0,0.0
2024-08-22,Perungudi,platform_outage,0,0,0.0
2024-08-22,Perungudi,bandh,0,0,0.0
2024-08-22,Perungudi,heatwave,0,0,0.0
2024-08-23,Adyar,heavy_rain,0,0,0.0
2024-08-23,Adyar,extreme_rain,0,0,0.0
2024-08-23,Adyar,platform_outage,0,0,0.0
2024-08-23,Adyar,bandh,0,0,0.0
2024-08-23,Adyar,heatwave,0,0,0.0
2024-08-23,Velachery,heavy_rain,0,0,0.0
2024-08-23,Velachery,extreme_rain,0,0,0.0
2024-08-23,Velachery,platform_outage,0,0,0.0
2024-08-23,Velachery,bandh,0,0,0.0
2024-08-23,Velachery,heatwave,0,0,0.0
2024-08-23,Tambaram,heavy_rain,0,0,0.0
2024-08-23,Tambaram,extreme_rain,0,0,0.0
2024-08-23,Tambaram,platform_outage,0,0,0.0
2024-08-23,Tambaram,bandh,0,0,0.0
2024-08-23,Tambaram,heatwave,0,0,0.0
2024-08-23,Anna Nagar,heavy_rain,0,0,0.0
2024-08-23,Anna Nagar,extreme_rain,0,0,0.0
2024-08-23,Anna Nagar,platform_outage,0,0,0.0
2024-08-23,Anna Nagar,bandh,0,0,0.0
2024-08-23,Anna Nagar,heatwave,0,0,0.0
2024-08-23,T Nagar,heavy_rain,0,0,0.0
2024-08-23,T Nagar,extreme_rain,0,0,0.0
2024-08-23,T Nagar,platform_outage,0,0,0.0
2024-08-23,T Nagar,bandh,0,0,0.0
2024-08-23,T Nagar,heatwave,0,0,0.0
2024-08-23,Perungudi,heavy_rain,0,0,0.0
2024-08-23,Perungudi,extreme_rain,0,0,0.0
2024-08-23,Perungudi,platform_outage,0,0,0.0
2024-08-23,Perungudi,bandh,0,0,0.0
2024-08-23,Perungudi,heatwave,0,0,0.0
2024-08-24,Adyar,heavy_rain,0,0,0.0
2024-08-24,Adyar,extreme_rain,0,0,0.0
2024-08-24,Adyar,platform_outage,0,0,0.0
2024-08-24,Adyar,bandh,0,0,0.0
2024-08-24,Adyar,heatwave,0,0,0.0
2024-08-24,Velachery,heavy_rain,0,0,0.0
2024-08-24,Velachery,extreme_rain,0,0,0.0
2024-08-24,Velachery,platform_outage,0,0,0.0
2024-08-24,Velachery,bandh,0,0,0.0
2024-08-24,Velachery,heatwave,0,0,0.0
2024-08-24,Tambaram,heavy_rain,0,0,0.0
2024-08-24,Tambaram,extreme_rain,0,0,0.0
2024-08-24,Tambaram,platform_outage,0,0,0.0
2024-08-24,Tambaram,bandh,0,0,0.0
2024-08-24,Tambaram,heatwave,0,0,0.0
2024-08-24,Anna Nagar,heavy_rain,0,0,0.0
2024-08-24,Anna Nagar,extreme_rain,0,0,0.0
2024-08-24,Anna Nagar,platform_outage,0,0,0.0
2024-08-24,Anna Nagar,bandh,0,0,0.0
2024-08-24,Anna Nagar,heatwave,0,0,0.0
2024-08-24,T Nagar,heavy_rain,0,0,0.0
2024-08-24,T Nagar,extreme_rain,0,0,0.0
2024-08-24,T Nagar,platform_outage,0,0,0.0
2024-08-24,T Nagar,bandh,0,0,0.0
2024-08-24,T Nagar,heatwave,0,0,0.0
2024-08-24,Perungudi,heavy_rain,0,0,0.0
2024-08-24,Perungudi,extreme_rain,0,0,0.0
2024-08-24,Perungudi,platform_outage,0,0,0.0
2024-08-24,Perungudi,bandh,0,0,0.0
2024-08-24,Perungudi,heatwave,0,0,0.0
2024-08-25,Adyar,heavy_rain,0,0,0.0
2024-08-25,Adyar,extreme_rain,0,0,0.0
2024-08-25,Adyar,platform_outage,0,0,0.0
2024-08-25,Adyar,bandh,0,0,0.0
2024-08-25,Adyar,heatwave,0,0,0.0
2024-08-25,Velachery,heavy_rain,0,0,0.0
2024-08-25,Velachery,extreme_rain,0,0,0.0
2024-08-25,Velachery,platform_outage,0,0,0.0
2024-08-25,Velachery,bandh,0,0,0.0
2024-08-25,Velachery,heatwave,0,0,0.0
2024-08-25,Tambaram,heavy_rain,0,0,0.0
2024-08-25,Tambaram,extreme_rain,0,0,0.0
2024-08-25,Tambaram,platform_outage,0,0,0.0
2024-08-25,Tambaram,bandh,0,0,0.0
2024-08-25,Tambaram,heatwave,0,0,0.0
2024-08-25,Anna Nagar,heavy_rain,0,0,0.0
2024-08-25,Anna Nagar,extreme_rain,0,0,0.0
2024-08-25,Anna Nagar,platform_outage,0,0,0.0
2024-08-25,Anna Nagar,bandh,0,0,0.0
2024-08-25,Anna Nagar,heatwave,0,0,0.0
2024-08-25,T Nagar,heavy_rain,0,0,0.0
2024-08-25,T Nagar,extreme_rain,0,0,0.0
2024-08-25,T Nagar,platform_outage,0,0,0.0
2024-08-25,T Nagar,bandh,0,0,0.0
2024-08-25,T Nagar,heatwave,0,0,0.0
2024-08-25,Perungudi,heavy_rain,0,0,0.0
2024-08-25,Perungudi,extreme_rain,0,0,0.0
2024-08-25,Perungudi,platform_outage,0,0,0.0
2024-08-25,Perungudi,bandh,0,0,0.0
2024-08-25,Perungudi,heatwave,0,0,0.0
2024-08-26,Adyar,heavy_rain,0,0,0.0
2024-08-26,Adyar,extreme_rain,0,0,0.0
2024-08-26,Adyar,platform_outage,0,0,0.0
2024-08-26,Adyar,bandh,0,0,0.0
2024-08-26,Adyar,heatwave,0,0,0.0
2024-08-26,Velachery,heavy_rain,0,0,0.0
2024-08-26,Velachery,extreme_rain,0,0,0.0
2024-08-26,Velachery,platform_outage,0,0,0.0
2024-08-26,Velachery,bandh,0,0,0.0
2024-08-26,Velachery,heatwave,0,0,0.0
2024-08-26,Tambaram,heavy_rain,0,0,0.0
2024-08-26,Tambaram,extreme_rain,0,0,0.0
2024-08-26,Tambaram,platform_outage,0,0,0.0
2024-08-26,Tambaram,bandh,0,0,0.0
2024-08-26,Tambaram,heatwave,0,0,0.0
2024-08-26,Anna Nagar,heavy_rain,0,0,0.0
2024-08-26,Anna Nagar,extreme_rain,0,0,0.0
2024-08-26,Anna Nagar,platform_outage,0,0,0.0
2024-08-26,Anna Nagar,bandh,0,0,0.0
2024-08-26,Anna Nagar,heatwave,0,0,0.0
2024-08-26,T Nagar,heavy_rain,0,0,0.0
2024-08-26,T Nagar,extreme_rain,0,0,0.0
2024-08-26,T Nagar,platform_outage,0,0,0.0
2024-08-26,T Nagar,bandh,0,0,0.0
2024-08-26,T Nagar,heatwave,0,0,0.0
2024-08-26,Perungudi,heavy_rain,0,0,0.0
2024-08-26,Perungudi,extreme_rain,0,0,0.0
2024-08-26,Perungudi,platform_outage,0,0,0.0
2024-08-26,Perungudi,bandh,0,0,0.0
2024-08-26,Perungudi,heatwave,0,0,0.0
2024-08-27,Adyar,heavy_rain,0,0,0.0
2024-08-27,Adyar,extreme_rain,0,0,0.0
2024-08-27,Adyar,platform_outage,0,0,0.0
2024-08-27,Adyar,bandh,0,0,0.0
2024-08-27,Adyar,heatwave,0,0,0.0
2024-08-27,Velachery,heavy_rain,0,0,0.0
2024-08-27,Velachery,extreme_rain,0,0,0.0
2024-08-27,Velachery,platform_outage,0,0,0.0
2024-08-27,Velachery,bandh,0,0,0.0
2024-08-27,Velachery,heatwave,0,0,0.0
2024-08-27,Tambaram,heavy_rain,0,0,0.0
2024-08-27,Tambaram,extreme_rain,0,0,0.0
2024-08-27,Tambaram,platform_outage,0,0,0.0
2024-08-27,Tambaram,bandh,0,0,0.0
2024-08-27,Tambaram,heatwave,0,0,0.0
2024-08-27,Anna Nagar,heavy_rain,0,0,0.0
2024-08-27,Anna Nagar,extreme_rain,0,0,0.0
2024-08-27,Anna Nagar,platform_outage,0,0,0.0
2024-08-27,Anna Nagar,bandh,0,0,0.0
2024-08-27,Anna Nagar,heatwave,0,0,0.0
2024-08-27,T Nagar,heavy_rain,0,0,0.0
2024-08-27,T Nagar,extreme_rain,0,0,0.0
2024-08-27,T Nagar,platform_outage,0,0,0.0
2024-08-27,T Nagar,bandh,0,0,0.0
2024-08-27,T Nagar,heatwave,0,0,0.0
2024-08-27,Perungudi,heavy_rain,0,0,0.0
2024-08-27,Perungudi,extreme_rain,0,0,0.0
2024-08-27,Perungudi,platform_outage,0,0,0.0
2024-08-27,Perungudi,bandh,0,0,0.0
2024-08-27,Perungudi,heatwave,0,0,0.0
2024-08-28,Adyar,heavy_rain,0,0,0.0
2024-08-28,Adyar,extreme_rain,0,0,0.0
2024-08-28,Adyar,platform_outage,0,0,0.0
2024-08-28,Adyar,bandh,0,0,0.0
2024-08-28,Adyar,heatwave,0,0,0.0
2024-08-28,Velachery,heavy_rain,0,0,0.0
2024-08-28,Velachery,extreme_rain,0,0,0.0
2024-08-28,Velachery,platform_outage,0,0,0.0
2024-08-28,Velachery,bandh,0,0,0.0
2024-08-28,Velachery,heatwave,0,0,0.0
2024-08-28,Tambaram,heavy_rain,0,0,0.0
2024-08-28,Tambaram,extreme_rain,0,0,0.0
2024-08-28,Tambaram,platform_outage,0,0,0.0
2024-08-28,Tambaram,bandh,0,0,0.0
2024-08-28,Tambaram,heatwave,0,0,0.0
2024-08-28,Anna Nagar,heavy_rain,0,0,0.0
2024-08-28,Anna Nagar,extreme_rain,0,0,0.0
2024-08-28,Anna Nagar,platform_outage,0,0,0.0
2024-08-28,Anna Nagar,bandh,0,0,0.0
2024-08-28,Anna Nagar,heatwave,0,0,0.0
2024-08-28,T Nagar,heavy_rain,0,0,0.0
2024-08-28,T Nagar,extreme_rain,0,0,0.0
2024-08-28,T Nagar,platform_outage,0,0,0.0
2024-08-28,T Nagar,bandh,0,0,0.0
2024-08-28,T Nagar,heatwave,0,0,0.0
2024-08-28,Perungudi,heavy_rain,0,0,0.0
2024-08-28,Perungudi,extreme_rain,0,0,0.0
2024-08-28,Perungudi,platform_outage,0,0,0.0
2024-08-28,Perungudi,bandh,0,0,0.0
2024-08-28,Perungudi,heatwave,0,0,0.0
2024-08-29,Adyar,heavy_rain,1,6,54.7740920396939
2024-08-29,Adyar,extreme_rain,0,0,0.0
2024-08-29,Adyar,platform_outage,0,0,0.0
2024-08-29,Adyar,bandh,0,0,0.0
2024-08-29,Adyar,heatwave,0,0,0.0
2024-08-29,Velachery,heavy_rain,1,11,29.78620218418852
2024-08-29,Velachery,extreme_rain,0,0,0.0
2024-08-29,Velachery,platform_outage,0,0,0.0
2024-08-29,Velachery,bandh,0,0,0.0
2024-08-29,Velachery,heatwave,0,0,0.0
2024-08-29,Tambaram,heavy_rain,1,10,55.08481870649152
2024-08-29,Tambaram,extreme_rain,0,0,0.0
2024-08-29,Tambaram,platform_outage,0,0,0.0
2024-08-29,Tambaram,bandh,0,0,0.0
2024-08-29,Tambaram,heatwave,0,0,0.0
2024-08-29,Anna Nagar,heavy_rain,1,6,46.86640923991595
2024-08-29,Anna Nagar,extreme_rain,0,0,0.0
2024-08-29,Anna Nagar,platform_outage,0,0,0.0
2024-08-29,Anna Nagar,bandh,0,0,0.0
2024-08-29,Anna Nagar,heatwave,0,0,0.0
2024-08-29,T Nagar,heavy_rain,1,9,56.4448200556783
2024-08-29,T Nagar,extreme_rain,0,0,0.0
2024-08-29,T Nagar,platform_outage,0,0,0.0
2024-08-29,T Nagar,bandh,0,0,0.0
2024-08-29,T Nagar,heatwave,0,0,0.0
2024-08-29,Perungudi,heavy_rain,1,9,21.950652752525617
2024-08-29,Perungudi,extreme_rain,0,0,0.0
2024-08-29,Perungudi,platform_outage,0,0,0.0
2024-08-29,Perungudi,bandh,0,0,0.0
2024-08-29,Perungudi,heatwave,0,0,0.0
2024-08-30,Adyar,heavy_rain,0,0,0.0
2024-08-30,Adyar,extreme_rain,0,0,0.0
2024-08-30,Adyar,platform_outage,0,0,0.0
2024-08-30,Adyar,bandh,0,0,0.0
2024-08-30,Adyar,heatwave,0,0,0.0
2024-08-30,Velachery,heavy_rain,0,0,0.0
2024-08-30,Velachery,extreme_rain,0,0,0.0
2024-08-30,Velachery,platform_outage,0,0,0.0
2024-08-30,Velachery,bandh,0,0,0.0
2024-08-30,Velachery,heatwave,0,0,0.0
2024-08-30,Tambaram,heavy_rain,0,0,0.0
2024-08-30,Tambaram,extreme_rain,0,0,0.0
2024-08-30,Tambaram,platform_outage,0,0,0.0
2024-08-30,Tambaram,bandh,0,0,0.0
2024-08-30,Tambaram,heatwave,0,0,0.0
2024-08-30,Anna Nagar,heavy_rain,0,0,0.0
2024-08-30,Anna Nagar,extreme_rain,0,0,0.0
2024-08-30,Anna Nagar,platform_outage,0,0,0.0
2024-08-30,Anna Nagar,bandh,0,0,0.0
2024-08-30,Anna Nagar,heatwave,0,0,0.0
2024-08-30,T Nagar,heavy_rain,0,0,0.0
2024-08-30,T Nagar,extreme_rain,0,0,0.0
2024-08-30,T Nagar,platform_outage,0,0,0.0
2024-08-30,T Nagar,bandh,0,0,0.0
2024-08-30,T Nagar,heatwave,0,0,0.0
2024-08-30,Perungudi,heavy_rain,0,0,0.0
2024-08-30,Perungudi,extreme_rain,0,0,0.0
2024-08-30,Perungudi,platform_outage,0,0,0.0
2024-08-30,Perungudi,bandh,0,0,0.0
2024-08-30,Perungudi,heatwave,0,0,0.0
2024-08-31,Adyar,heavy_rain,0,0,0.0
2024-08-31,Adyar,extreme_rain,0,0,0.0
2024-08-31,Adyar,platform_outage,0,0,0.0
2024-08-31,Adyar,bandh,0,0,0.0
2024-08-31,Adyar,heatwave,0,0,0.0
2024-08-31,Velachery,heavy_rain,0,0,0.0
2024-08-31,Velachery,extreme_rain,0,0,0.0
2024-08-31,Velachery,platform_outage,0,0,0.0
2024-08-31,Velachery,bandh,0,0,0.0
2024-08-31,Velachery,heatwave,0,0,0.0
2024-08-31,Tambaram,heavy_rain,0,0,0.0
2024-08-31,Tambaram,extreme_rain,0,0,0.0
2024-08-31,Tambaram,platform_outage,0,0,0.0
2024-08-31,Tambaram,bandh,0,0,0.0
2024-08-31,Tambaram,heatwave,0,0,0.0
2024-08-31,Anna Nagar,heavy_rain,0,0,0.0
2024-08-31,Anna Nagar,extreme_rain,0,0,0.0
2024-08-31,Anna Nagar,platform_outage,0,0,0.0
2024-08-31,Anna Nagar,bandh,0,0,0.0
2024-08-31,Anna Nagar,heatwave,0,0,0.0
2024-08-31,T Nagar,heavy_rain,0,0,0.0
2024-08-31,T Nagar,extreme_rain,0,0,0.0
2024-08-31,T Nagar,platform_outage,0,0,0.0
2024-08-31,T Nagar,bandh,0,0,0.0
2024-08-31,T Nagar,heatwave,0,0,0.0
2024-08-31,Perungudi,heavy_rain,0,0,0.0
2024-08-31,Perungudi,extreme_rain,0,0,0.0
2024-08-31,Perungudi,platform_outage,0,0,0.0
2024-08-31,Perungudi,bandh,0,0,0.0
2024-08-31,Perungudi,heatwave,0,0,0.0
2024-09-01,Adyar,heavy_rain,1,6,33.06955562274534
2024-09-01,Adyar,extreme_rain,0,0,0.0
2024-09-01,Adyar,platform_outage,0,0,0.0
2024-09-01,Adyar,bandh,0,0,0.0
2024-09-01,Adyar,heatwave,0,0,0.0
2024-09-01,Velachery,heavy_rain,1,12,30.96851556496588
2024-09-01,Velachery,extreme_rain,0,0,0.0
2024-09-01,Velachery,platform_outage,0,0,0.0
2024-09-01,Velachery,bandh,0,0,0.0
2024-09-01,Velachery,heatwave,0,0,0.0
2024-09-01,Tambaram,heavy_rain,1,4,30.416124351516338
2024-09-01,Tambaram,extreme_rain,0,0,0.0
2024-09-01,Tambaram,platform_outage,0,0,0.0
2024-09-01,Tambaram,bandh,0,0,0.0
2024-09-01,Tambaram,heatwave,0,0,0.0
2024-09-01,Anna Nagar,heavy_rain,1,9,49.667365159672926
2024-09-01,Anna Nagar,extreme_rain,0,0,0.0
2024-09-01,Anna Nagar,platform_outage,0,0,0.0
2024-09-01,Anna Nagar,bandh,0,0,0.0
2024-09-01,Anna Nagar,heatwave,0,0,0.0
2024-09-01,T Nagar,heavy_rain,1,8,47.576685354852984
